timestamp,src_host,dst_host,src_subnet,dst_subnet,proto,sport,dport,service,duration,bytes,packets,sttl,dttl,state,sloss,dloss,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,label,_unsw_row_id,scenario_name
7.50322656680008,User3,external_46,Subnet 1 (User),External,udp,13667,53,dns,0.01,50,1,0,0,INT,0,0,2,2,Normal,Benign,111404,WannaCry
66.96322144464682,User3,Enterprise0,Subnet 1 (User),Subnet 2 (Enterprise),tcp,8590,22,ssh_admin,10.0,200,10,254,252,FIN,4,4,1,5,Normal,Benign,41029,WannaCry
82.50879551073578,User4,Enterprise0,Subnet 1 (User),Subnet 2 (Enterprise),tcp,63094,25,smtp,1.0,1000,5,254,0,REQ,1,0,1,8,Normal,Benign,89255,WannaCry
191.82803953736513,Enterprise2,User1,Subnet 2 (Enterprise),Subnet 1 (User),tcp,38457,25,smtp,1.0,1000,5,31,29,CON,0,0,1,3,Normal,Benign,15710,WannaCry
203.00984622687338,Enterprise1,User1,Subnet 2 (Enterprise),Subnet 1 (User),tcp,32271,80,http,0.5,500,5,31,29,FIN,7,7,1,7,Normal,Benign,29211,WannaCry
220.94136424920373,User1,Enterprise0,Subnet 1 (User),Subnet 2 (Enterprise),tcp,24839,3389,rdp,30.0,5000,50,31,29,FIN,3,5,1,1,Normal,Benign,17217,WannaCry
306.69134675778633,external_User3,external_OpServer0,External,External,tcp,55454,5000,-,0.700896,2016,20,254,252,FIN,3,2,1,3,Fuzzers,Malicious,48486,WannaCry
375.65204124472064,external_User0,external_Enterprise2,External,External,udp,15549,5000,-,7e-06,1064,2,254,0,INT,0,0,2,7,Normal,Malicious,65619,WannaCry
453.16441364763955,external_User1,external_Defender,External,External,tcp,55934,21,ftp,2.102711,1394,26,254,252,FIN,4,4,1,2,Normal,Malicious,44187,WannaCry
525.2234791457855,external_Enterprise1,external_external_98,External,External,tcp,52951,5000,-,0.009979,15730,70,31,29,FIN,7,11,1,3,Normal,Malicious,18073,WannaCry
601.639784811027,external_external_139,external_User0,External,External,udp,48230,5000,-,1e-06,168,2,254,0,INT,0,0,1,1,Reconnaissance,Malicious,116000,WannaCry
633.6594545112627,Enterprise2,external_55,Subnet 2 (Enterprise),External,tcp,7164,58540,smtp,0.874853,200,10,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
678.7901646607752,external_Enterprise0,external_Enterprise2,External,External,udp,12392,53,dns,9e-06,114,2,254,0,INT,0,0,13,15,Generic,Malicious,128704,WannaCry
750.199019772629,external_User1,external_OpHost2,External,External,tcp,45315,80,http,0.361175,12166,24,62,252,FIN,2,5,2,38,Exploits,Malicious,97740,WannaCry
826.4912823801499,external_User0,external_Enterprise1,External,External,tcp,43882,5000,-,0.018356,3184,34,31,29,FIN,4,4,6,7,Normal,Malicious,2565,WannaCry
909.7482665666928,external_User2,external_OpHost2,External,External,udp,62204,53,dns,9e-06,114,2,254,0,INT,0,0,15,31,Generic,Malicious,159711,WannaCry
1058.1741222090482,external_external_205,external_OpServer0,External,External,unas,7780,5000,-,8e-06,200,2,254,0,INT,0,0,2,5,DoS,Malicious,59653,WannaCry
1203.8992558068367,User2,Enterprise1,Subnet 1 (User),Subnet 2 (Enterprise),tcp,14970,25,smtp,1.0,1000,5,254,252,FIN,2,1,2,4,Normal,Benign,41612,WannaCry
1209.2745843380148,Enterprise2,external_26,Subnet 2 (Enterprise),External,tcp,30463,25247,dns,1.196045,200,10,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1293.2876998870688,User2,Enterprise1,Subnet 1 (User),Subnet 2 (Enterprise),tcp,3332,25,smtp,1.0,1000,5,31,29,CON,0,0,2,2,Normal,Benign,30213,WannaCry
1332.264373224418,Enterprise2,Enterprise1,Subnet 2 (Enterprise),Subnet 2 (Enterprise),tcp,53300,22,ssh_admin,10.0,200,10,31,29,FIN,2,2,1,1,Normal,Benign,2908,WannaCry
1404.1503099107952,User4,external_17,Subnet 1 (User),External,tcp,55378,80,http,0.5,500,5,31,29,CON,0,0,1,2,Normal,Benign,34562,WannaCry
1409.6716376833465,User1,external_90,Subnet 1 (User),External,tcp,15134,25,smtp,1.0,152023,304,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1460.3726031366891,Enterprise0,external_94,Subnet 2 (Enterprise),External,tcp,61467,22,ssh_admin,4.637014875747227,2000,40,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1484.749436634746,User0,external_49,Subnet 1 (User),External,tcp,40589,25,smtp,1.0,243704,487,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1553.5594103255453,Enterprise0,external_66,Subnet 2 (Enterprise),External,tcp,54942,22,ssh_admin,10.0,200,10,0,0,INT,0,0,2,2,Normal,Benign,115031,WannaCry
1618.883636992936,Enterprise0,external_47,Subnet 2 (Enterprise),External,tcp,6344,25,smtp,1.0,1000,5,0,0,INT,0,0,2,2,Normal,Benign,112318,WannaCry
1683.4915510996848,Enterprise2,external_20,Subnet 2 (Enterprise),External,tcp,64844,22,ssh_admin,10.0,200,10,31,29,FIN,6,6,1,1,Normal,Benign,27046,WannaCry
1685.658274006696,User3,Enterprise0,Subnet 1 (User),Subnet 2 (Enterprise),tcp,3486,3389,rdp,30.0,5000,50,254,0,INT,0,0,1,2,Normal,Benign,89046,WannaCry
1774.3278433240687,User0,external_30,Subnet 1 (User),External,tcp,12504,80,http,1.542651,500,5,31,29,FIN,30,32,1,5,Normal,Benign,37701,WannaCry
