timestamp,src_host,dst_host,src_subnet,dst_subnet,proto,sport,dport,service,duration,bytes,packets,sttl,dttl,state,sloss,dloss,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,label,_unsw_row_id,scenario_name
7.50322656680008,User4,external_83,Subnet 1 (User),External,tcp,30206,3389,rdp,30.0,5000,50,31,29,FIN,11,15,1,5,Normal,Benign,34666,passwd_gzip_scp
66.96322144464682,User4,external_56,Subnet 1 (User),External,tcp,38528,25,smtp,19.07515,1000,5,31,29,FIN,34,342,1,2,Normal,Benign,15413,passwd_gzip_scp
82.50879551073578,Enterprise0,Enterprise1,Subnet 2 (Enterprise),Subnet 2 (Enterprise),tcp,42183,53,dns,0.485837,50,1,31,29,FIN,18,8,1,1,Normal,Benign,38711,passwd_gzip_scp
191.82803953736513,User1,Enterprise1,Subnet 1 (User),Subnet 2 (Enterprise),tcp,23322,25,smtp,1.0,1000,5,31,29,CON,0,0,1,5,Normal,Benign,25597,passwd_gzip_scp
203.00984622687338,Enterprise1,User1,Subnet 2 (Enterprise),Subnet 1 (User),tcp,20340,80,http,0.506721,500,5,31,29,FIN,19,8,1,4,Normal,Benign,24037,passwd_gzip_scp
220.94136424920373,User1,Enterprise0,Subnet 1 (User),Subnet 2 (Enterprise),tcp,46963,3389,rdp,30.0,5000,50,31,29,FIN,4,4,1,1,Normal,Benign,6472,passwd_gzip_scp
304.4608978385242,external_User4,external_OpServer0,External,External,tcp,63328,5000,-,0.659485,918,18,254,252,FIN,2,1,1,1,Reconnaissance,Malicious,64259,passwd_gzip_scp
350.43469416314707,external_User4,external_external_112,External,External,tcp,5208,5000,-,0.005544,6232,46,31,29,FIN,6,6,3,2,Normal,Malicious,18186,passwd_gzip_scp
402.10960909842635,external_external_116,external_OpHost1,External,External,tcp,29686,20,ftp-data,2.065081,1192,16,62,252,FIN,1,2,1,3,Exploits,Malicious,135606,passwd_gzip_scp
450.14898609719035,external_Defender,external_OpHost0,External,External,udp,11422,53,dns,3e-06,114,2,254,0,INT,0,0,8,24,Generic,Malicious,161672,passwd_gzip_scp
501.639784811027,external_User2,external_Defender,External,External,tcp,47103,5000,-,31.48525,1604,32,254,252,FIN,6,1,3,5,Fuzzers,Malicious,63700,passwd_gzip_scp
578.7901646607752,external_Defender,external_OpHost2,External,External,udp,41127,5000,-,0.0,104,2,254,0,INT,0,0,2,7,Fuzzers,Malicious,72696,passwd_gzip_scp
650.199019772629,external_Enterprise1,external_OpHost0,External,External,sccopmce,2397,5000,-,3e-06,200,2,254,0,INT,0,0,5,17,DoS,Malicious,92473,passwd_gzip_scp
726.4912823801499,external_external_97,external_Defender,External,External,unas,17834,5000,-,1e-06,200,2,254,0,INT,0,0,2,7,Fuzzers,Malicious,77642,passwd_gzip_scp
809.7482665666928,external_Enterprise0,external_OpServer0,External,External,udp,22824,5000,-,6e-06,252,2,254,0,INT,0,0,11,30,Fuzzers,Malicious,116291,passwd_gzip_scp
958.1741222090483,external_Enterprise2,external_external_199,External,External,udp,49337,53,dns,0.001063,324,4,31,29,CON,0,0,1,2,Normal,Malicious,32387,passwd_gzip_scp
1104.5491317746428,User4,User1,Subnet 1 (User),Subnet 1 (User),tcp,8444,3389,rdp,30.0,5000,50,31,29,CON,0,0,1,2,Normal,Benign,941,passwd_gzip_scp
1133.6594545112628,Enterprise2,external_40,Subnet 2 (Enterprise),External,tcp,43614,59497,smtp,0.1,200,10,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1208.8356498682472,User4,Enterprise1,Subnet 1 (User),Subnet 2 (Enterprise),tcp,29001,21,ftp,13.239754,100000,50,254,0,REQ,3,0,1,13,Normal,Benign,45892,passwd_gzip_scp
1254.3084354284877,Enterprise0,OpHost1,Subnet 2 (Enterprise),Subnet 3 (Operational),tcp,7241,3389,rdp,30.0,5000,50,31,29,CON,0,0,1,4,Normal,Benign,11757,passwd_gzip_scp
1338.1753615625944,Enterprise0,OpServer0,Subnet 2 (Enterprise),Subnet 3 (Operational),tcp,45272,80,http,1.230996,500,5,31,29,FIN,3,5,1,4,Normal,Benign,40762,passwd_gzip_scp
1418.5491686760297,Enterprise0,external_32,Subnet 2 (Enterprise),External,tcp,23180,38711,http,0.1,200,10,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1419.3432753666928,User4,external_29,Subnet 1 (User),External,tcp,4882,53,dns,1.0,221227,442,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1512.485978713136,Enterprise0,external_67,Subnet 2 (Enterprise),External,tcp,12588,25,smtp,1.0,1000,5,31,29,CON,0,0,1,4,Normal,Benign,11296,passwd_gzip_scp
1520.7452062733782,Enterprise0,external_70,Subnet 2 (Enterprise),External,tcp,38447,22,ssh_admin,11.429911581957578,2000,40,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1569.498873269492,User0,external_43,Subnet 1 (User),External,tcp,44866,53,dns,1.0,145606,291,64,64,CON,0,0,1,1,Normal,False Alarm,-1,unknown
1588.6975764917588,User0,Enterprise1,Subnet 1 (User),Subnet 2 (Enterprise),udp,9645,53,dns,0.026877,50,1,31,29,FIN,19,8,1,2,Normal,Benign,31447,passwd_gzip_scp
1664.0734762829657,Enterprise2,OpServer0,Subnet 2 (Enterprise),Subnet 3 (Operational),tcp,31478,80,http,0.5,500,5,31,29,FIN,7,27,1,1,Normal,Benign,38637,passwd_gzip_scp
1666.6013196744786,User2,Enterprise0,Subnet 1 (User),Subnet 2 (Enterprise),tcp,5189,80,http,2.933071,500,5,31,29,FIN,21,197,2,6,Normal,Benign,28531,passwd_gzip_scp
1770.0491505447467,Enterprise0,external_65,Subnet 2 (Enterprise),External,tcp,57901,21,ftp,5.0,100000,50,31,29,CON,0,0,1,1,Normal,Benign,36644,passwd_gzip_scp
